,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
294,Shot Chart Detail,0021400344,205,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,56,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-239,0,1,0
295,Shot Chart Detail,0021400344,220,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-130,230,1,0
296,Shot Chart Detail,0021400344,287,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,89,123,1,1
297,Shot Chart Detail,0021400344,290,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,121,126,1,0
298,Shot Chart Detail,0021400344,293,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,17,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,0,1,0
299,Shot Chart Detail,0021400344,315,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-220,113,1,0
300,Shot Chart Detail,0021400344,318,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,59,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-10,138,1,0
301,Shot Chart Detail,0021400344,320,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-7,142,1,1
302,Shot Chart Detail,0021400344,438,101108,Chris Paul,1610612746,Los Angeles Clippers,4,4,50,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-161,80,1,1
303,Shot Chart Detail,0021400344,450,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,35,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,4,1,0
304,Shot Chart Detail,0021400344,461,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,21,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,15,80,131,1,1
305,Shot Chart Detail,0021400344,477,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,86,82,1,0
306,Shot Chart Detail,0021400362,34,101108,Chris Paul,1610612746,Los Angeles Clippers,1,7,51,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,116,53,1,0
307,Shot Chart Detail,0021400362,42,101108,Chris Paul,1610612746,Los Angeles Clippers,1,7,24,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-7,30,1,0
308,Shot Chart Detail,0021400362,286,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,136,25,1,1
309,Shot Chart Detail,0021400362,303,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-155,197,1,1
310,Shot Chart Detail,0021400362,324,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,57,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-226,-3,1,0
311,Shot Chart Detail,0021400362,349,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,5,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,67,23,1,1
312,Shot Chart Detail,0021400362,351,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-191,164,1,1
313,Shot Chart Detail,0021400377,24,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,50,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,45,118,1,1
314,Shot Chart Detail,0021400377,27,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,135,225,1,1
315,Shot Chart Detail,0021400377,75,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-204,142,1,0
316,Shot Chart Detail,0021400377,237,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,24,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,10,52,1,0
317,Shot Chart Detail,0021400377,316,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,35,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,77,74,1,0
318,Shot Chart Detail,0021400377,343,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,30,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-29,146,1,0
319,Shot Chart Detail,0021400377,362,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,54,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-112,160,1,1
320,Shot Chart Detail,0021400377,411,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-37,261,1,0
321,Shot Chart Detail,0021400377,427,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,12,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-100,183,1,1
322,Shot Chart Detail,0021400377,475,101108,Chris Paul,1610612746,Los Angeles Clippers,4,8,33,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,108,82,1,1
323,Shot Chart Detail,0021400377,480,101108,Chris Paul,1610612746,Los Angeles Clippers,4,8,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,110,1,1,0
324,Shot Chart Detail,0021400377,502,101108,Chris Paul,1610612746,Los Angeles Clippers,4,6,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,1,1,1
325,Shot Chart Detail,0021400377,538,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-93,41,1,0
326,Shot Chart Detail,0021400377,547,101108,Chris Paul,1610612746,Los Angeles Clippers,4,2,57,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,118,82,1,1
327,Shot Chart Detail,0021400391,7,101108,Chris Paul,1610612746,Los Angeles Clippers,1,11,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-128,104,1,1
328,Shot Chart Detail,0021400391,39,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,11,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-18,86,1,0
329,Shot Chart Detail,0021400391,68,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-198,160,1,0
330,Shot Chart Detail,0021400391,84,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,46,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-117,26,1,0
331,Shot Chart Detail,0021400391,181,101108,Chris Paul,1610612746,Los Angeles Clippers,2,8,9,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,127,102,1,1
332,Shot Chart Detail,0021400391,188,101108,Chris Paul,1610612746,Los Angeles Clippers,2,7,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,113,94,1,1
333,Shot Chart Detail,0021400391,191,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-153,198,1,1
334,Shot Chart Detail,0021400391,241,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,10,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-75,22,1,1
335,Shot Chart Detail,0021400391,244,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,12,77,1,0
336,Shot Chart Detail,0021400391,254,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-202,140,1,0
337,Shot Chart Detail,0021400391,265,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,95,138,1,0
338,Shot Chart Detail,0021400391,320,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,122,214,1,0
339,Shot Chart Detail,0021400391,337,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,15,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,59,121,1,0
340,Shot Chart Detail,0021400391,461,101108,Chris Paul,1610612746,Los Angeles Clippers,4,8,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,0,1,1
341,Shot Chart Detail,0021400391,508,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,29,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-131,97,1,1
342,Shot Chart Detail,0021400391,556,101108,Chris Paul,1610612746,Los Angeles Clippers,4,2,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,116,0,1,0
343,Shot Chart Detail,0021400391,597,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,13,Made Shot,Fadeaway Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,48,9,1,1
344,Shot Chart Detail,0021400399,11,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-133,219,1,1
345,Shot Chart Detail,0021400399,75,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,16,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-144,146,1,0
346,Shot Chart Detail,0021400399,133,101108,Chris Paul,1610612746,Los Angeles Clippers,1,1,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-116,134,1,0
347,Shot Chart Detail,0021400399,139,101108,Chris Paul,1610612746,Los Angeles Clippers,1,0,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,6,1,1
348,Shot Chart Detail,0021400399,220,101108,Chris Paul,1610612746,Los Angeles Clippers,2,3,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,99,113,1,0
349,Shot Chart Detail,0021400399,241,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,67,246,1,1
350,Shot Chart Detail,0021400399,243,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,182,172,1,0
351,Shot Chart Detail,0021400399,252,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,38,Made Shot,Running Bank shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,14,1,1
352,Shot Chart Detail,0021400399,330,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,77,236,1,1
353,Shot Chart Detail,0021400399,338,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,7,168,1,0
354,Shot Chart Detail,0021400399,344,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,30,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2,33,1,0
355,Shot Chart Detail,0021400399,368,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,48,165,1,0
356,Shot Chart Detail,0021400399,465,101108,Chris Paul,1610612746,Los Angeles Clippers,4,4,4,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-240,4,1,1
357,Shot Chart Detail,0021400399,485,101108,Chris Paul,1610612746,Los Angeles Clippers,4,2,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,0,252,1,0
358,Shot Chart Detail,0021400399,498,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,12,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-19,26,1,0
359,Shot Chart Detail,0021400399,514,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,125,156,1,0
360,Shot Chart Detail,0021400414,23,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,53,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-109,67,1,1
361,Shot Chart Detail,0021400414,36,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,27,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,-5,1,1
362,Shot Chart Detail,0021400414,64,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,140,55,1,0
363,Shot Chart Detail,0021400414,171,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,50,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,135,-3,1,0
364,Shot Chart Detail,0021400414,186,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-161,181,1,0
365,Shot Chart Detail,0021400414,232,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,57,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,29,0,1,1
366,Shot Chart Detail,0021400414,237,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-155,184,1,1
367,Shot Chart Detail,0021400414,275,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,35,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,91,160,1,0
368,Shot Chart Detail,0021400414,278,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-27,172,1,1
369,Shot Chart Detail,0021400414,313,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,1,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,20,1,1
370,Shot Chart Detail,0021400414,329,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,19,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,0,74,1,0
371,Shot Chart Detail,0021400414,336,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,182,181,1,1
372,Shot Chart Detail,0021400414,342,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,61,170,1,0
373,Shot Chart Detail,0021400414,434,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-133,107,1,0
374,Shot Chart Detail,0021400414,473,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,13,Made Shot,Running Bank shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,36,6,1,1
375,Shot Chart Detail,0021400414,515,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,13,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,22,1,0
376,Shot Chart Detail,0021400414,517,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,9,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,25,244,61,1,0
377,Shot Chart Detail,0021400420,3,101108,Chris Paul,1610612746,Los Angeles Clippers,1,11,45,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,89,151,1,1
378,Shot Chart Detail,0021400420,11,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,58,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,100,154,1,0
379,Shot Chart Detail,0021400420,52,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,50,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,29,78,1,1
380,Shot Chart Detail,0021400420,79,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,29,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,25,1,0
381,Shot Chart Detail,0021400420,98,101108,Chris Paul,1610612746,Los Angeles Clippers,1,2,7,Made Shot,Driving Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,58,36,1,1
382,Shot Chart Detail,0021400420,156,101108,Chris Paul,1610612746,Los Angeles Clippers,2,8,48,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,141,119,1,0
383,Shot Chart Detail,0021400420,238,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,59,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,24,246,1,0
384,Shot Chart Detail,0021400420,242,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,24,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,13,94,1,1
385,Shot Chart Detail,0021400420,260,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,5,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,147,85,1,0
386,Shot Chart Detail,0021400420,282,101108,Chris Paul,1610612746,Los Angeles Clippers,3,11,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-86,236,1,1
387,Shot Chart Detail,0021400420,285,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,1,252,1,1
388,Shot Chart Detail,0021400420,383,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,53,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,61,113,1,0
389,Shot Chart Detail,0021400420,387,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,0,249,1,0
390,Shot Chart Detail,0021400420,471,101108,Chris Paul,1610612746,Los Angeles Clippers,4,8,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,4,153,1,0
391,Shot Chart Detail,0021400420,510,101108,Chris Paul,1610612746,Los Angeles Clippers,4,6,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,159,190,1,1
392,Shot Chart Detail,0021400420,528,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,18,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,70,69,1,0
393,Shot Chart Detail,0021400420,539,101108,Chris Paul,1610612746,Los Angeles Clippers,4,2,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,28,244,1,0
394,Shot Chart Detail,0021400420,562,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,45,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-103,184,1,0
395,Shot Chart Detail,0021400431,12,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-188,160,1,0
396,Shot Chart Detail,0021400431,14,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,18,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-10,1,0
397,Shot Chart Detail,0021400431,21,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,160,145,1,0
398,Shot Chart Detail,0021400431,86,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,119,132,1,0
399,Shot Chart Detail,0021400431,186,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,59,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-93,164,1,0
400,Shot Chart Detail,0021400431,188,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,53,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,0,58,1,1
401,Shot Chart Detail,0021400431,239,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,130,115,1,1
402,Shot Chart Detail,0021400431,302,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,47,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-76,143,1,0
403,Shot Chart Detail,0021400431,331,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,103,115,1,0
404,Shot Chart Detail,0021400431,333,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,4,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-43,105,1,0
405,Shot Chart Detail,0021400431,357,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,-2,1,1
406,Shot Chart Detail,0021400431,362,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,136,216,1,1
407,Shot Chart Detail,0021400431,399,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,34,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,50,85,1,0
408,Shot Chart Detail,0021400431,420,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,-10,1,1
409,Shot Chart Detail,0021400431,488,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,57,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,50,113,1,1
410,Shot Chart Detail,0021400431,492,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-152,213,1,0
411,Shot Chart Detail,0021400431,514,101108,Chris Paul,1610612746,Los Angeles Clippers,4,4,19,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-114,75,1,1
412,Shot Chart Detail,0021400431,540,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,116,113,1,0
413,Shot Chart Detail,0021400443,24,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-18,154,1,0
414,Shot Chart Detail,0021400443,42,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,160,60,1,0
415,Shot Chart Detail,0021400443,46,101108,Chris Paul,1610612746,Los Angeles Clippers,1,7,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,108,88,1,0
416,Shot Chart Detail,0021400443,54,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,174,200,1,0
417,Shot Chart Detail,0021400443,246,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,35,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-7,82,1,1
418,Shot Chart Detail,0021400443,288,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,133,121,1,0
419,Shot Chart Detail,0021400443,306,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,0,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,9,1,1
