,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
863,Shot Chart Detail,0021400908,217,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,92,137,1,0
864,Shot Chart Detail,0021400908,220,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,30,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,14,75,129,1,1
865,Shot Chart Detail,0021400908,229,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-37,173,1,1
866,Shot Chart Detail,0021400908,280,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,84,118,1,0
867,Shot Chart Detail,0021400908,328,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-108,233,1,1
868,Shot Chart Detail,0021400908,403,101108,Chris Paul,1610612746,Los Angeles Clippers,4,10,48,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-90,19,1,0
869,Shot Chart Detail,0021400908,415,101108,Chris Paul,1610612746,Los Angeles Clippers,4,9,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-127,123,1,0
870,Shot Chart Detail,0021400908,429,101108,Chris Paul,1610612746,Los Angeles Clippers,4,8,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-136,39,1,1
871,Shot Chart Detail,0021400908,448,101108,Chris Paul,1610612746,Los Angeles Clippers,4,6,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,70,149,1,1
872,Shot Chart Detail,0021400908,454,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-190,167,1,0
873,Shot Chart Detail,0021400908,459,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,3,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-41,61,1,1
874,Shot Chart Detail,0021400908,461,101108,Chris Paul,1610612746,Los Angeles Clippers,4,4,26,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-62,131,1,1
875,Shot Chart Detail,0021400908,493,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-224,101,1,0
876,Shot Chart Detail,0021400908,524,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,122,112,1,0
877,Shot Chart Detail,0021400908,552,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,0,Missed Shot,Running Bank shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,-3,1,0
878,Shot Chart Detail,0021400908,571,101108,Chris Paul,1610612746,Los Angeles Clippers,5,3,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,146,107,1,0
879,Shot Chart Detail,0021400908,591,101108,Chris Paul,1610612746,Los Angeles Clippers,5,2,17,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-65,162,1,0
880,Shot Chart Detail,0021400908,598,101108,Chris Paul,1610612746,Los Angeles Clippers,5,1,51,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0,45,1,1
881,Shot Chart Detail,0021400908,601,101108,Chris Paul,1610612746,Los Angeles Clippers,5,1,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-134,69,1,1
882,Shot Chart Detail,0021400908,610,101108,Chris Paul,1610612746,Los Angeles Clippers,5,0,7,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,7,1,0
883,Shot Chart Detail,0021400908,613,101108,Chris Paul,1610612746,Los Angeles Clippers,5,0,3,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,7,1,0
884,Shot Chart Detail,0021400932,6,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,16,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-171,119,1,0
885,Shot Chart Detail,0021400932,16,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-106,145,1,1
886,Shot Chart Detail,0021400932,22,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-209,173,1,0
887,Shot Chart Detail,0021400932,32,101108,Chris Paul,1610612746,Los Angeles Clippers,1,7,49,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-87,39,1,1
888,Shot Chart Detail,0021400932,41,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,6,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,12,69,1,0
889,Shot Chart Detail,0021400932,53,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-141,149,1,0
890,Shot Chart Detail,0021400932,68,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,3,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,144,96,1,1
891,Shot Chart Detail,0021400932,153,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,48,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,40,129,1,0
892,Shot Chart Detail,0021400932,185,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,18,252,1,0
893,Shot Chart Detail,0021400932,222,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,4,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,132,138,1,1
894,Shot Chart Detail,0021400932,241,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,50,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,94,146,1,0
895,Shot Chart Detail,0021400932,268,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-70,265,1,0
896,Shot Chart Detail,0021400932,278,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,22,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-71,96,1,1
897,Shot Chart Detail,0021400932,287,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,11,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-134,118,1,1
898,Shot Chart Detail,0021400932,315,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-199,176,1,0
899,Shot Chart Detail,0021400932,371,101108,Chris Paul,1610612746,Los Angeles Clippers,4,10,20,Made Shot,Running Bank shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,95,116,1,1
900,Shot Chart Detail,0021400932,374,101108,Chris Paul,1610612746,Los Angeles Clippers,4,9,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-87,162,1,0
901,Shot Chart Detail,0021400945,2,101108,Chris Paul,1610612746,Los Angeles Clippers,1,11,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,62,239,1,0
902,Shot Chart Detail,0021400945,47,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,37,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,0,113,1,1
903,Shot Chart Detail,0021400945,240,101108,Chris Paul,1610612746,Los Angeles Clippers,2,3,15,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-128,56,1,0
904,Shot Chart Detail,0021400945,286,101108,Chris Paul,1610612746,Los Angeles Clippers,3,11,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-48,167,1,0
905,Shot Chart Detail,0021400945,314,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,12,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-92,145,1,0
906,Shot Chart Detail,0021400945,322,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,72,170,1,0
907,Shot Chart Detail,0021400957,2,101108,Chris Paul,1610612746,Los Angeles Clippers,1,11,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-139,213,1,1
908,Shot Chart Detail,0021400957,40,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,14,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-139,96,1,1
909,Shot Chart Detail,0021400957,48,101108,Chris Paul,1610612746,Los Angeles Clippers,1,7,32,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,11,1,1
910,Shot Chart Detail,0021400957,64,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-158,194,1,0
911,Shot Chart Detail,0021400957,75,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,29,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-19,131,1,0
912,Shot Chart Detail,0021400957,136,101108,Chris Paul,1610612746,Los Angeles Clippers,1,0,55,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,4,175,1,1
913,Shot Chart Detail,0021400957,217,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,23,242,1,1
914,Shot Chart Detail,0021400957,228,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,18,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,21,247,1,1
915,Shot Chart Detail,0021400957,231,101108,Chris Paul,1610612746,Los Angeles Clippers,2,3,49,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,127,41,1,1
916,Shot Chart Detail,0021400957,246,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-34,242,1,1
917,Shot Chart Detail,0021400957,250,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,92,230,1,0
918,Shot Chart Detail,0021400957,253,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,174,52,1,0
919,Shot Chart Detail,0021400957,302,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,7,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,138,97,1,1
920,Shot Chart Detail,0021400957,322,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-7,247,1,1
921,Shot Chart Detail,0021400957,328,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,29,0,1,1
922,Shot Chart Detail,0021400957,353,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,19,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,22,1,0
923,Shot Chart Detail,0021400957,381,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-161,192,1,0
924,Shot Chart Detail,0021400957,395,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,31,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,160,25,1,0
925,Shot Chart Detail,0021400957,521,101108,Chris Paul,1610612746,Los Angeles Clippers,4,6,36,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,40,20,1,0
926,Shot Chart Detail,0021400972,28,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,29,Made Shot,Running Bank shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,22,1,1
927,Shot Chart Detail,0021400972,35,101108,Chris Paul,1610612746,Los Angeles Clippers,1,7,23,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-179,41,1,1
928,Shot Chart Detail,0021400972,48,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,46,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-120,101,1,0
929,Shot Chart Detail,0021400972,183,101108,Chris Paul,1610612746,Los Angeles Clippers,2,6,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,152,91,1,0
930,Shot Chart Detail,0021400972,276,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,80,239,1,1
931,Shot Chart Detail,0021400972,306,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,55,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,53,33,1,1
932,Shot Chart Detail,0021400972,351,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-119,135,1,1
933,Shot Chart Detail,0021400972,386,101108,Chris Paul,1610612746,Los Angeles Clippers,4,9,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-146,209,1,0
934,Shot Chart Detail,0021400983,2,101108,Chris Paul,1610612746,Los Angeles Clippers,1,11,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,124,124,1,0
935,Shot Chart Detail,0021400983,18,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-92,159,1,0
936,Shot Chart Detail,0021400983,205,101108,Chris Paul,1610612746,Los Angeles Clippers,2,7,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-38,261,1,0
937,Shot Chart Detail,0021400983,235,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,44,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,162,116,1,0
938,Shot Chart Detail,0021400983,238,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,19,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,124,127,1,1
939,Shot Chart Detail,0021400983,248,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,51,153,1,0
940,Shot Chart Detail,0021400983,276,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,33,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,47,217,1,1
941,Shot Chart Detail,0021400983,278,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,53,Missed Shot,Jump Bank Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,25,1,0
942,Shot Chart Detail,0021400983,314,101108,Chris Paul,1610612746,Los Angeles Clippers,3,11,46,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,7,1,1
943,Shot Chart Detail,0021400983,339,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,114,105,1,0
944,Shot Chart Detail,0021400983,346,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-73,195,1,0
945,Shot Chart Detail,0021400983,371,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-119,121,1,0
946,Shot Chart Detail,0021400983,397,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,51,190,1,1
947,Shot Chart Detail,0021400983,404,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,49,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-51,108,1,0
948,Shot Chart Detail,0021400983,429,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-7,279,1,0
949,Shot Chart Detail,0021400983,440,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-93,164,1,0
950,Shot Chart Detail,0021400983,533,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,55,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,110,94,1,1
951,Shot Chart Detail,0021400983,556,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,56,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-7,42,1,1
952,Shot Chart Detail,0021400983,564,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,0,269,1,1
953,Shot Chart Detail,0021400983,582,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,54,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,20,1,0
954,Shot Chart Detail,0021400983,611,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,1,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,17,1,0
955,Shot Chart Detail,0021401004,41,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,58,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,124,110,1,0
956,Shot Chart Detail,0021401004,47,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,17,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,185,99,1,1
957,Shot Chart Detail,0021401004,63,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,84,151,1,0
958,Shot Chart Detail,0021401004,229,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,27,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,-21,1,1
959,Shot Chart Detail,0021401004,233,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,56,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,12,-76,101,1,0
960,Shot Chart Detail,0021401004,250,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,30,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,32,89,1,1
961,Shot Chart Detail,0021401004,280,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-147,205,1,1
962,Shot Chart Detail,0021401004,305,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-101,236,1,1
963,Shot Chart Detail,0021401004,318,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,94,118,1,0
964,Shot Chart Detail,0021401004,340,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,26,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,9,1,0
965,Shot Chart Detail,0021401004,364,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,122,118,1,0
966,Shot Chart Detail,0021401004,446,101108,Chris Paul,1610612746,Los Angeles Clippers,4,6,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-81,255,1,1
967,Shot Chart Detail,0021401004,463,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-125,209,1,0
968,Shot Chart Detail,0021401004,481,101108,Chris Paul,1610612746,Los Angeles Clippers,4,4,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,99,94,1,0
969,Shot Chart Detail,0021401004,524,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,13,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,83,102,1,0
